GEOID,Borough,LIUnits,TotalNew,TotalPres,TractWhite,TractBlack,TractAAPI,TractLatinx,TractPoverty,pct.white,pct.black,pct.asian,pct.latinx,pct.pov
36081990100,Queens,0,0,0,0,0,0,0,0,0,0,0,0,0
36085000300,Staten Island,24,24,0,57,17.2,24.2,22.8,19.8,0.57,0.17,0.24,0.23,0.2
36085000600,Staten Island,86,86,0,75.6,10.9,12.8,15.7,15.8,0.76,0.11,0.13,0.16,0.16
36085000700,Staten Island,553,0,553,39.3,58.7,3.5,27.8,34.4,0.39,0.59,0.04,0.28,0.34
36085000800,Staten Island,0,0,0,75.9,4.9,15.3,25.9,10.6,0.76,0.05,0.15,0.26,0.11
36085000900,Staten Island,108,0,108,27.6,58.3,10.9,24.7,32.3,0.28,0.58,0.11,0.25,0.32
36085001100,Staten Island,0,0,0,27,64.2,2.9,23.9,23.6,0.27,0.64,0.03,0.24,0.24
36085001700,Staten Island,0,0,0,50.1,26,13.4,32.9,29.2,0.5,0.26,0.13,0.33,0.29
36085001800,Staten Island,0,0,0,82.9,17.3,3.6,13.5,0,0.83,0.17,0.04,0.14,0
36085002001,Staten Island,0,0,0,80.4,7.4,11.2,14.1,4.3,0.8,0.07,0.11,0.14,0.04
36085002002,Staten Island,0,0,0,85.7,4.7,12.5,4.8,11.6,0.86,0.05,0.13,0.05,0.12
36085002100,Staten Island,123,123,0,44.6,32.3,5.4,44.1,28,0.45,0.32,0.05,0.44,0.28
36085002700,Staten Island,0,0,0,50.9,40.8,4.6,35.1,38.1,0.51,0.41,0.05,0.35,0.38
36085002900,Staten Island,0,0,0,31.6,51.1,3.9,44.1,41,0.32,0.51,0.04,0.44,0.41
36085003300,Staten Island,0,0,0,61.3,23.7,9.3,16.9,12.4,0.61,0.24,0.09,0.17,0.12
36085003600,Staten Island,0,0,0,62.1,8.1,16.8,33.8,11.7,0.62,0.08,0.17,0.34,0.12
36085003900,Staten Island,0,0,0,67.1,21.5,10.3,19.5,14.8,0.67,0.22,0.1,0.2,0.15
36085004000,Staten Island,531,0,531,34.6,45.3,13.1,36.3,31,0.35,0.45,0.13,0.36,0.31
36085004700,Staten Island,0,0,0,84.3,6.6,8.2,12,4.8,0.84,0.07,0.08,0.12,0.05
36085005000,Staten Island,0,0,0,67.9,11.3,16.3,15.2,10.8,0.68,0.11,0.16,0.15,0.11
36085005900,Staten Island,0,0,0,82.3,7.5,6.5,16.8,14,0.82,0.08,0.07,0.17,0.14
36085006400,Staten Island,0,0,0,72.7,15.4,11,21.6,14.5,0.73,0.15,0.11,0.22,0.15
36085006700,Staten Island,0,0,0,85.3,5.8,5.7,7.3,8.1,0.85,0.06,0.06,0.07,0.08
36085007000,Staten Island,0,0,0,80.2,7.3,8,17.8,16.1,0.8,0.07,0.08,0.18,0.16
36085007400,Staten Island,0,0,0,75.2,1,15.8,16.7,14.6,0.75,0.01,0.16,0.17,0.15
36085007500,Staten Island,0,0,0,67.9,20.1,6.1,50.2,28.1,0.68,0.2,0.06,0.5,0.28
36085007700,Staten Island,0,0,0,39.5,47.4,3.7,36.6,36.7,0.4,0.47,0.04,0.37,0.37
36085008100,Staten Island,0,0,0,42.3,49.6,6.4,20.2,27.9,0.42,0.5,0.06,0.2,0.28
36085009601,Staten Island,0,0,0,82.9,4.4,9.9,16.6,14.2,0.83,0.04,0.1,0.17,0.14
36085009602,Staten Island,0,0,0,83.8,1.8,11.4,7.9,3.3,0.84,0.02,0.11,0.08,0.03
36085009700,Staten Island,0,0,0,55.3,39.1,2,27,12.5,0.55,0.39,0.02,0.27,0.13
36085010500,Staten Island,0,0,0,65.7,22.4,7.2,32.9,12.8,0.66,0.22,0.07,0.33,0.13
36085011201,Staten Island,0,0,0,89.2,0.3,10.1,13,6.7,0.89,0,0.1,0.13,0.07
36085011202,Staten Island,0,0,0,84.5,1.4,13,15.8,15.4,0.85,0.01,0.13,0.16,0.15
36085011401,Staten Island,0,0,0,66.1,19.2,14.1,24.8,32.1,0.66,0.19,0.14,0.25,0.32
36085011402,Staten Island,0,0,0,90.5,4.4,8.3,12.2,5.7,0.91,0.04,0.08,0.12,0.06
36085012100,Staten Island,0,0,0,89.6,1.3,6.2,22.8,11.1,0.9,0.01,0.06,0.23,0.11
36085012200,Staten Island,0,0,0,92,0.2,6.5,5.9,4,0.92,0,0.07,0.06,0.04
36085012500,Staten Island,0,0,0,77,12.5,5.7,41.1,19.8,0.77,0.13,0.06,0.41,0.2
36085012804,Staten Island,0,0,0,81.6,1.2,8.7,18.9,10.9,0.82,0.01,0.09,0.19,0.11
36085012805,Staten Island,0,0,0,97.6,0.1,2.3,17.3,7.3,0.98,0,0.02,0.17,0.07
36085012806,Staten Island,0,0,0,82.3,9.9,5.1,17.5,9.6,0.82,0.1,0.05,0.18,0.1
36085013201,Staten Island,0,0,0,94.4,1.3,4.3,7.3,4.8,0.94,0.01,0.04,0.07,0.05
36085013203,Staten Island,0,0,0,92.3,3.5,5.7,11.3,8.1,0.92,0.04,0.06,0.11,0.08
36085013204,Staten Island,0,0,0,96.6,0.2,2.6,7.2,9,0.97,0,0.03,0.07,0.09
36085013301,Staten Island,0,0,0,32.8,63,0.5,38.4,66.9,0.33,0.63,0.01,0.38,0.67
36085013302,Staten Island,0,0,0,38.9,46.5,9,43.8,28.1,0.39,0.47,0.09,0.44,0.28
36085013400,Staten Island,0,0,0,89.6,0.3,3.5,17.4,7.1,0.9,0,0.04,0.17,0.07
36085013800,Staten Island,0,0,0,99.1,0.9,0.3,9.8,4.1,0.99,0.01,0,0.1,0.04
36085014100,Staten Island,0,0,0,63.2,15,10.3,42.1,12,0.63,0.15,0.1,0.42,0.12
36085014604,Staten Island,0,0,0,91.5,0.2,8.1,12.1,10.4,0.92,0,0.08,0.12,0.1
36085014605,Staten Island,0,0,0,94,0.2,5,9.5,4.2,0.94,0,0.05,0.1,0.04
36085014606,Staten Island,0,0,0,92,0,6.1,5.6,8,0.92,0,0.06,0.06,0.08
36085014607,Staten Island,0,0,0,91.6,0.4,10.4,5.2,8.4,0.92,0,0.1,0.05,0.08
36085014608,Staten Island,0,0,0,96.8,0.6,2.7,16.3,4.7,0.97,0.01,0.03,0.16,0.05
36085014700,Staten Island,0,0,0,93.9,3,3.5,9,4,0.94,0.03,0.04,0.09,0.04
36085015100,Staten Island,0,0,0,87.9,1,11.4,22.1,6.2,0.88,0.01,0.11,0.22,0.06
36085015400,Staten Island,0,0,0,0,0,0,0,0,0,0,0,0,0
36085015601,Staten Island,0,0,0,92.3,0,4.9,6.6,4.3,0.92,0,0.05,0.07,0.04
36085015602,Staten Island,0,0,0,97.3,0,3,3.6,2.6,0.97,0,0.03,0.04,0.03
36085015603,Staten Island,0,0,0,95.9,0.3,3.1,5.6,8.2,0.96,0,0.03,0.06,0.08
36085016901,Staten Island,0,0,0,91.1,5.3,3.7,16.3,9.1,0.91,0.05,0.04,0.16,0.09
36085017005,Staten Island,0,0,0,95,0.1,4.9,6.5,4.2,0.95,0,0.05,0.07,0.04
36085017007,Staten Island,0,0,0,76.9,6.9,13.6,20.7,8.8,0.77,0.07,0.14,0.21,0.09
36085017008,Staten Island,0,0,0,92.7,0.7,6,4.9,4.8,0.93,0.01,0.06,0.05,0.05
36085017009,Staten Island,0,0,0,96.7,0.3,4.6,9.4,6.6,0.97,0,0.05,0.09,0.07
36085017010,Staten Island,0,0,0,92.9,1.4,6.4,16,7.8,0.93,0.01,0.06,0.16,0.08
36085017011,Staten Island,0,0,0,96.4,0.1,2.9,8.8,8.1,0.96,0,0.03,0.09,0.08
36085017012,Staten Island,0,0,0,93.9,1,4.3,13.7,8.5,0.94,0.01,0.04,0.14,0.09
36085017300,Staten Island,0,0,0,53.2,23.8,23.9,19.6,25.1,0.53,0.24,0.24,0.2,0.25
36085017600,Staten Island,0,0,0,97,0.8,2.7,5.1,4.1,0.97,0.01,0.03,0.05,0.04
36085017700,Staten Island,0,0,0,85,1.4,14.8,3.5,4,0.85,0.01,0.15,0.04,0.04
36085018100,Staten Island,160,160,0,88.4,1,10.1,11.1,12.2,0.88,0.01,0.1,0.11,0.12
36085018701,Staten Island,0,0,0,86.4,4.3,12.3,11.8,12.3,0.86,0.04,0.12,0.12,0.12
36085018702,Staten Island,0,0,0,65,6.1,28.5,12.8,6,0.65,0.06,0.29,0.13,0.06
36085018901,Staten Island,0,0,0,77.7,7.6,10.8,13.2,15.6,0.78,0.08,0.11,0.13,0.16
36085018902,Staten Island,0,0,0,62.5,5,29.4,9.2,10.5,0.63,0.05,0.29,0.09,0.11
36085019700,Staten Island,0,0,0,95.4,0.4,3.5,5.4,3.6,0.95,0,0.04,0.05,0.04
36085019800,Staten Island,0,0,0,93.1,2,3.5,4.9,5.2,0.93,0.02,0.04,0.05,0.05
36085020100,Staten Island,0,0,0,80.1,12.2,7.7,22.2,8.9,0.8,0.12,0.08,0.22,0.09
36085020700,Staten Island,83,47,36,54.2,29.2,3,60.3,36.1,0.54,0.29,0.03,0.6,0.36
36085020801,Staten Island,0,0,0,94.1,1.1,5.3,10.1,17.9,0.94,0.01,0.05,0.1,0.18
36085020803,Staten Island,0,0,0,90.8,0.2,4,12,7.5,0.91,0,0.04,0.12,0.08
36085020804,Staten Island,0,0,0,92.2,0.6,7.1,5.1,5.4,0.92,0.01,0.07,0.05,0.05
36085021300,Staten Island,0,0,0,61.3,17.8,16.1,36.9,28.7,0.61,0.18,0.16,0.37,0.29
36085022300,Staten Island,0,0,0,45.3,41.9,7,37.9,18.7,0.45,0.42,0.07,0.38,0.19
36085022600,Staten Island,0,0,0,82.1,3.9,9.7,14.5,3.7,0.82,0.04,0.1,0.15,0.04
36085022800,Staten Island,0,0,0,100,0,0,0,0,1,0,0,0,0
36085023100,Staten Island,0,0,0,45.4,33.6,15.7,38.6,21.8,0.45,0.34,0.16,0.39,0.22
36085023900,Staten Island,0,0,0,45.3,22.9,6,51.6,21.4,0.45,0.23,0.06,0.52,0.21
36085024401,Staten Island,0,0,0,94.9,0,3.9,8.3,7.6,0.95,0,0.04,0.08,0.08
36085024402,Staten Island,0,0,0,92.2,0.7,6.9,3.8,7.2,0.92,0.01,0.07,0.04,0.07
36085024700,Staten Island,0,0,0,53.3,33.7,8.2,34.4,9.2,0.53,0.34,0.08,0.34,0.09
36085024800,Staten Island,0,0,0,98.2,0.1,0.8,7.9,7.8,0.98,0,0.01,0.08,0.08
36085025100,Staten Island,0,0,0,90,1.2,9.8,10.7,5.8,0.9,0.01,0.1,0.11,0.06
36085027301,Staten Island,0,0,0,76.5,4.3,19.5,12.9,18.8,0.77,0.04,0.2,0.13,0.19
36085027302,Staten Island,0,0,0,80.1,4.5,14.7,8.6,9,0.8,0.05,0.15,0.09,0.09
36085027702,Staten Island,0,0,0,77.4,2.6,17.4,20.1,11.5,0.77,0.03,0.17,0.2,0.12
36085027704,Staten Island,0,0,0,80.1,1.2,18.6,5,5.4,0.8,0.01,0.19,0.05,0.05
36085027705,Staten Island,0,0,0,76.4,3.7,21.3,8.4,9.4,0.76,0.04,0.21,0.08,0.09
36085027706,Staten Island,0,0,0,70.2,8.1,21,14.4,13.2,0.7,0.08,0.21,0.14,0.13
36085027900,Staten Island,0,0,0,93.4,2.9,4.5,8.8,2.9,0.93,0.03,0.05,0.09,0.03
36085029102,Staten Island,0,0,0,80.4,4.1,10.6,20.6,9.1,0.8,0.04,0.11,0.21,0.09
36085029103,Staten Island,0,0,0,87.6,0.7,10.5,10.7,8,0.88,0.01,0.11,0.11,0.08
36085029104,Staten Island,0,0,0,87.2,10.3,3.6,20.8,5.7,0.87,0.1,0.04,0.21,0.06
36085030301,Staten Island,0,0,0,61.1,13.7,20.4,29.2,9.1,0.61,0.14,0.2,0.29,0.09
36085030302,Staten Island,0,0,0,57.6,21.8,16,31.7,14.5,0.58,0.22,0.16,0.32,0.15
36085031901,Staten Island,0,0,0,24.9,61.3,6.9,29.2,37.2,0.25,0.61,0.07,0.29,0.37
36085031902,Staten Island,0,0,0,32.1,62.1,3.7,28.4,41,0.32,0.62,0.04,0.28,0.41
36085032300,Staten Island,0,0,0,41.6,44.9,0.6,31.9,22.7,0.42,0.45,0.01,0.32,0.23
36085990100,Staten Island,0,0,0,0,0,0,0,0,0,0,0,0,0
36061014300,Manhattan,0,0,0,0,0,0,0,0,0,0,0,0,0
